SessionId	Time	ItemId	UserId
2147	1541613498.0	77419	1359
2147	1541613561.0	77419	1359
2147	1541614024.0	81134	1359
2147	1541614029.0	81134	1359
2147	1541614071.0	81134	1359
2148	1541618077.0	392262	1359
2148	1541618094.0	392262	1359
2148	1541618095.0	392262	1359
2148	1541618097.0	392262	1359
2149	1541679767.0	365822	1359
2149	1541679778.0	365822	1359
2150	1541690494.0	365822	1359
2150	1541690794.0	155263	1359
2150	1541690805.0	155263	1359
2532	1541625196.0	19009	1605
2532	1541625302.0	69031	1605
2532	1541625432.0	89469	1605
2532	1541625456.0	89469	1605
2532	1541625457.0	89469	1605
2533	1541635513.0	93886	1605
2533	1541635541.0	93886	1605
2533	1541635542.0	93886	1605
2533	1541635547.0	93886	1605
2533	1541635552.0	93886	1605
2533	1541635562.0	93886	1605
2533	1541635572.0	93886	1605
2533	1541635582.0	93886	1605
2534	1541681182.0	89469	1605
2534	1541681183.0	89469	1605
2534	1541682323.0	25773	1605
3195	1541628092.0	4467	2007
3195	1541628138.0	4467	2007
3195	1541628209.0	4466	2007
3195	1541628244.0	4467	2007
3195	1541628461.0	4467	2007
3830	1541606901.0	5252	2395
3830	1541606958.0	5252	2395
4545	1541561854.0	4256	2842
4545	1541561864.0	4256	2842
4545	1541561874.0	4256	2842
4616	1541566341.0	6259	2879
4616	1541566554.0	582	2879
4644	1541621317.0	13637	2898
4644	1541621541.0	4126	2898
4644	1541621715.0	4126	2898
4644	1541621721.0	4126	2898
4644	1541621724.0	4126	2898
5039	1541713605.0	717	3119
5039	1541714129.0	38640	3119
5039	1541714377.0	38640	3119
5039	1541714430.0	13834	3119
5039	1541714826.0	38639	3119
5039	1541714836.0	38639	3119
5039	1541714846.0	38639	3119
5039	1541714861.0	38639	3119
5039	1541714891.0	15468	3119
5039	1541714901.0	15468	3119
5039	1541714911.0	15468	3119
5039	1541714921.0	15468	3119
5039	1541714984.0	1038	3119
5039	1541717639.0	6794	3119
5348	1541572284.0	131693	3303
5348	1541572287.0	131693	3303
5348	1541572354.0	131693	3303
5348	1541572369.0	131693	3303
5348	1541572541.0	106643	3303
5348	1541572671.0	106643	3303
5348	1541572710.0	131693	3303
5348	1541572743.0	131693	3303
5348	1541573159.0	131693	3303
5348	1541573160.0	71933	3303
5348	1541573160.0	131693	3303
5348	1541573290.0	71933	3303
5348	1541573295.0	71933	3303
5349	1541576629.0	55781	3303
5349	1541576649.0	53755	3303
5352	1541598911.0	42164	3303
5352	1541598921.0	42164	3303
5352	1541599012.0	18786	3303
5426	1541584828.0	20571	3339
5426	1541585145.0	5540	3339
5426	1541585218.0	5540	3339
5426	1541585257.0	138606	3339
5426	1541585274.0	138606	3339
5426	1541585277.0	138606	3339
5426	1541585287.0	138606	3339
5426	1541585297.0	138606	3339
5427	1541657277.0	32048	3339
5427	1541657304.0	32048	3339
5427	1541657511.0	32048	3339
5863	1541590296.0	7782	3595
5863	1541590328.0	7782	3595
6012	1541563356.0	82459	3678
6012	1541563661.0	82459	3678
6012	1541563678.0	82459	3678
6071	1541694228.0	5360	3705
6071	1541694373.0	5363	3705
6071	1541694466.0	5363	3705
6071	1541694592.0	5360	3705
6071	1541694753.0	5363	3705
6071	1541694783.0	5360	3705
6071	1541695788.0	5363	3705
6071	1541695895.0	56819	3705
6385	1541574042.0	20725	3889
6385	1541574073.0	8349	3889
6385	1541574081.0	8349	3889
6385	1541574181.0	8349	3889
6386	1541583027.0	8349	3889
6386	1541583065.0	8349	3889
6386	1541583335.0	8349	3889
6386	1541583396.0	8349	3889
6387	1541599038.0	8349	3889
6387	1541599044.0	8349	3889
6387	1541599114.0	8349	3889
6387	1541599161.0	8349	3889
6387	1541599178.0	8349	3889
6388	1541609048.0	8349	3889
6388	1541609346.0	8349	3889
6388	1541609398.0	8349	3889
6389	1541628983.0	8349	3889
6389	1541628993.0	8349	3889
6389	1541629580.0	8349	3889
6389	1541629599.0	8349	3889
6389	1541629634.0	8349	3889
6391	1541664436.0	8349	3889
6391	1541664484.0	8349	3889
6392	1541684691.0	8349	3889
6392	1541684738.0	8349	3889
6392	1541686240.0	8349	3889
6566	1541593116.0	23878	3991
6566	1541593126.0	23878	3991
6566	1541593136.0	23878	3991
6600	1541623662.0	49392	4012
6600	1541623670.0	49392	4012
6600	1541623680.0	49392	4012
6600	1541623712.0	49392	4012
6600	1541623766.0	49392	4012
6600	1541624214.0	49392	4012
6626	1541630696.0	6555	4023
6626	1541630714.0	6555	4023
6626	1541630724.0	6555	4023
6626	1541630734.0	6555	4023
6626	1541630744.0	6555	4023
6626	1541630754.0	6555	4023
6627	1541644487.0	30517	4023
6627	1541644497.0	30517	4023
6627	1541644507.0	30517	4023
6627	1541644546.0	30517	4023
6627	1541644562.0	25937	4023
6627	1541644572.0	25937	4023
6627	1541644592.0	33787	4023
6627	1541644602.0	33787	4023
6627	1541644612.0	13762	4023
6627	1541644622.0	13762	4023
6627	1541644632.0	6560	4023
6627	1541644642.0	6560	4023
6628	1541659592.0	30517	4023
6628	1541659622.0	30513	4023
6628	1541659632.0	30513	4023
6628	1541659642.0	30513	4023
6628	1541659654.0	30517	4023
6628	1541659669.0	6555	4023
6628	1541659679.0	6555	4023
6628	1541659699.0	13762	4023
6628	1541659709.0	13762	4023
6628	1541659728.0	106206	4023
6628	1541659738.0	106206	4023
6628	1541659748.0	106206	4023
6628	1541659758.0	106206	4023
6628	1541659769.0	106206	4023
6628	1541659779.0	4453	4023
6628	1541659789.0	4453	4023
6628	1541659799.0	33787	4023
6674	1541612592.0	15175	4050
6674	1541612696.0	8651	4050
6674	1541613037.0	8651	4050
6674	1541613086.0	8651	4050
7145	1541574845.0	77487	4336
7145	1541574856.0	77487	4336
7145	1541574913.0	12332	4336
7145	1541574933.0	12332	4336
7145	1541574943.0	12332	4336
7145	1541574980.0	12332	4336
7145	1541575178.0	56095	4336
7145	1541575188.0	56095	4336
7145	1541575198.0	56095	4336
7145	1541575321.0	177424	4336
7145	1541575331.0	177424	4336
7145	1541575341.0	177424	4336
7145	1541575377.0	125924	4336
7145	1541575402.0	56095	4336
7145	1541575402.0	125924	4336
7145	1541575402.0	177424	4336
7145	1541575411.0	49025	4336
7145	1541575447.0	140472	4336
7145	1541575463.0	140472	4336
7145	1541575542.0	140472	4336
7145	1541575553.0	140472	4336
7145	1541575771.0	77487	4336
7145	1541575781.0	177424	4336
7146	1541578023.0	14608	4336
7146	1541578042.0	14608	4336
7366	1541575573.0	8483	4463
7366	1541575736.0	8483	4463
7469	1541567447.0	8128	4524
7469	1541567463.0	42120	4524
7469	1541567866.0	50936	4524
7469	1541568094.0	83091	4524
7469	1541569341.0	1128	4524
7469	1541570004.0	1128	4524
7470	1541573413.0	90418	4524
7470	1541573457.0	90418	4524
7470	1541573467.0	90418	4524
7470	1541573477.0	90418	4524
7470	1541573487.0	90418	4524
7470	1541573497.0	90418	4524
7470	1541573507.0	90418	4524
7470	1541573519.0	90418	4524
7470	1541573889.0	21890	4524
7470	1541573899.0	21890	4524
7470	1541573909.0	21890	4524
7470	1541573919.0	21890	4524
7470	1541573923.0	21890	4524
7471	1541577781.0	26233	4524
7471	1541580416.0	2302	4524
7471	1541580449.0	2302	4524
7471	1541580459.0	2302	4524
7471	1541580469.0	2302	4524
7471	1541580479.0	2302	4524
7471	1541580486.0	2302	4524
7471	1541580541.0	2302	4524
7471	1541580542.0	2302	4524
7471	1541580604.0	168361	4524
7471	1541580614.0	168361	4524
7471	1541580624.0	168361	4524
7471	1541580632.0	168361	4524
7471	1541580634.0	2302	4524
7471	1541580636.0	2302	4524
7471	1541580693.0	168361	4524
7471	1541581092.0	21805	4524
7471	1541582520.0	83091	4524
7887	1541615203.0	7968	4773
7887	1541615448.0	342	4773
7887	1541615629.0	4067	4773
7887	1541615639.0	4067	4773
7887	1541615649.0	4067	4773
7887	1541615690.0	33454	4773
7887	1541615700.0	33454	4773
7887	1541615710.0	33454	4773
7888	1541629316.0	7688	4773
7888	1541629326.0	7688	4773
7888	1541629336.0	7688	4773
7888	1541629346.0	7688	4773
7888	1541629348.0	7688	4773
8250	1541647965.0	10553	4983
8250	1541648296.0	523	4983
8250	1541648300.0	4796	4983
10025	1541601319.0	48921	6106
10025	1541601381.0	12083	6106
10025	1541601432.0	12785	6106
10025	1541601892.0	12785	6106
10026	1541604830.0	22379	6106
10026	1541604842.0	28764	6106
10026	1541604923.0	12786	6106
10026	1541604924.0	12786	6106
10416	1541593823.0	13236	6328
10416	1541593934.0	13236	6328
10468	1541675823.0	64773	6356
10468	1541675838.0	89112	6356
10468	1541675848.0	89112	6356
11530	1541597538.0	39287	7035
11530	1541597548.0	39287	7035
11530	1541597558.0	39287	7035
11530	1541597568.0	39287	7035
11530	1541597578.0	39287	7035
11530	1541597588.0	39287	7035
11530	1541597598.0	39287	7035
11530	1541597608.0	39287	7035
11530	1541597618.0	39287	7035
12168	1541561947.0	28203	7443
12168	1541561965.0	28203	7443
12168	1541562053.0	28203	7443
12169	1541575038.0	28203	7443
12169	1541575053.0	28203	7443
12169	1541575377.0	28203	7443
12265	1541580968.0	41626	7508
12265	1541580998.0	41626	7508
12265	1541581009.0	41626	7508
12265	1541581019.0	21624	7508
12265	1541581054.0	4641	7508
12265	1541581087.0	4641	7508
12265	1541581097.0	4641	7508
12265	1541581117.0	114083	7508
12265	1541581127.0	114083	7508
12265	1541581156.0	36913	7508
12265	1541581166.0	36913	7508
12265	1541581176.0	36913	7508
12265	1541581186.0	36913	7508
12266	1541592140.0	21624	7508
12266	1541592150.0	21624	7508
12266	1541592181.0	21624	7508
12266	1541592191.0	21624	7508
12285	1541610905.0	2745	7518
12285	1541610908.0	2745	7518
12285	1541611291.0	35502	7518
12285	1541611293.0	35502	7518
12285	1541611743.0	44676	7518
12285	1541611744.0	44676	7518
12285	1541611787.0	1762	7518
12285	1541611788.0	1762	7518
12285	1541611828.0	1944	7518
12353	1541690939.0	15438	7551
12353	1541690964.0	189471	7551
12353	1541690967.0	189471	7551
12523	1541637875.0	35913	7666
12523	1541637885.0	35913	7666
12523	1541637895.0	35913	7666
12560	1541635155.0	282020	7684
12560	1541635164.0	282020	7684
12560	1541635267.0	282020	7684
12560	1541635277.0	282020	7684
12560	1541635312.0	282020	7684
12560	1541635322.0	282020	7684
12560	1541635385.0	171862	7684
12560	1541635395.0	171862	7684
12561	1541637728.0	171862	7684
12561	1541637729.0	171862	7684
12561	1541639353.0	282020	7684
12561	1541639355.0	171862	7684
12561	1541639418.0	171862	7684
12561	1541639432.0	171862	7684
12561	1541639868.0	83489	7684
12561	1541639878.0	83489	7684
12561	1541639888.0	83489	7684
12561	1541639906.0	83489	7684
12561	1541639984.0	83489	7684
12561	1541640010.0	78329	7684
12561	1541640020.0	78329	7684
12561	1541640030.0	78329	7684
12561	1541640049.0	78329	7684
12561	1541640089.0	78329	7684
12561	1541640176.0	83489	7684
12561	1541640379.0	3420	7684
12561	1541640388.0	3420	7684
12561	1541640399.0	3420	7684
12561	1541640652.0	40856	7684
12561	1541640661.0	40856	7684
12561	1541640679.0	40856	7684
12561	1541640921.0	50117	7684
12605	1541594969.0	5995	7707
12605	1541594979.0	5995	7707
12605	1541594989.0	5995	7707
12605	1541595002.0	5995	7707
12605	1541595034.0	5995	7707
12606	1541679772.0	1334	7707
12606	1541679782.0	1334	7707
12606	1541679792.0	1334	7707
12606	1541679802.0	9955	7707
12606	1541679812.0	9955	7707
12606	1541679849.0	9955	7707
12948	1541571645.0	1450	7895
12948	1541571656.0	1450	7895
12948	1541571666.0	1450	7895
12948	1541571676.0	1450	7895
12948	1541571685.0	1450	7895
12948	1541571760.0	1096	7895
12948	1541571771.0	1096	7895
12949	1541636662.0	3780	7895
12949	1541636729.0	3780	7895
12949	1541636839.0	1450	7895
12949	1541637089.0	3780	7895
12949	1541637339.0	3780	7895
12949	1541637508.0	3780	7895
12950	1541645681.0	1449	7895
12950	1541645691.0	1449	7895
12950	1541645702.0	1449	7895
12950	1541645712.0	1449	7895
12950	1541645721.0	1449	7895
12950	1541645731.0	1449	7895
12950	1541645774.0	1449	7895
12950	1541645783.0	1449	7895
12950	1541645799.0	3780	7895
12950	1541645809.0	3780	7895
12950	1541645819.0	3780	7895
13157	1541599217.0	65254	8029
13157	1541599221.0	65254	8029
13157	1541599225.0	65254	8029
13157	1541599234.0	65254	8029
13157	1541599245.0	65254	8029
13157	1541599255.0	65254	8029
13157	1541599318.0	65254	8029
13157	1541599552.0	20058	8029
13157	1541599562.0	20058	8029
13157	1541599572.0	20058	8029
13157	1541599695.0	53147	8029
13157	1541599705.0	53147	8029
13157	1541599712.0	53147	8029
13157	1541599715.0	53147	8029
13158	1541617898.0	65254	8029
13158	1541617908.0	65254	8029
13158	1541617928.0	118257	8029
13158	1541617938.0	118257	8029
13158	1541617948.0	118257	8029
13158	1541617958.0	20058	8029
13158	1541617968.0	20058	8029
13158	1541617998.0	65254	8029
13201	1541560752.0	840	8062
13201	1541560762.0	832	8062
13201	1541560782.0	832	8062
13201	1541560792.0	832	8062
13201	1541560801.0	37522	8062
13201	1541560811.0	37522	8062
13201	1541560821.0	37522	8062
13201	1541560831.0	37522	8062
13201	1541560840.0	37522	8062
13201	1541560850.0	37522	8062
13201	1541560876.0	37522	8062
13203	1541573461.0	37412	8062
13203	1541573471.0	37412	8062
13203	1541573481.0	37412	8062
13203	1541573491.0	37412	8062
13203	1541573501.0	37412	8062
13203	1541573505.0	37412	8062
13203	1541573512.0	37412	8062
13203	1541573658.0	37412	8062
13203	1541573668.0	37412	8062
13203	1541573717.0	37412	8062
13203	1541573726.0	37412	8062
13203	1541573734.0	37412	8062
13203	1541573737.0	37412	8062
13204	1541637086.0	37411	8062
13204	1541637096.0	37411	8062
13204	1541637106.0	37411	8062
13204	1541637177.0	37411	8062
13204	1541637183.0	37411	8062
13204	1541637187.0	37411	8062
13205	1541639685.0	37411	8062
13205	1541639695.0	37411	8062
13205	1541639697.0	37411	8062
13205	1541639716.0	37411	8062
13205	1541639726.0	37411	8062
13205	1541640058.0	37411	8062
13205	1541640060.0	37411	8062
13205	1541640556.0	37411	8062
13205	1541640566.0	37411	8062
13205	1541640572.0	37411	8062
13205	1541640807.0	37411	8062
13243	1541666038.0	13385	8089
13243	1541666048.0	13385	8089
13243	1541666052.0	13385	8089
13243	1541666142.0	141819	8089
13243	1541667054.0	141819	8089
13243	1541667064.0	141819	8089
13319	1541595778.0	13946	8134
13319	1541595788.0	13946	8134
13319	1541595798.0	13946	8134
13319	1541595815.0	16534	8134
13319	1541596319.0	16533	8134
13319	1541596329.0	16533	8134
13319	1541596339.0	16533	8134
13319	1541596349.0	16533	8134
13319	1541596359.0	16533	8134
13319	1541596461.0	2090	8134
13319	1541596471.0	2090	8134
13319	1541596481.0	2090	8134
13319	1541596491.0	2090	8134
13319	1541596535.0	70071	8134
13319	1541596545.0	70071	8134
13319	1541596595.0	66834	8134
13319	1541596605.0	66834	8134
13319	1541596615.0	66834	8134
13319	1541596676.0	12276	8134
13319	1541596686.0	12276	8134
13319	1541596696.0	12276	8134
13319	1541596795.0	62737	8134
13319	1541596805.0	62737	8134
13319	1541596815.0	62737	8134
13319	1541596815.0	12369	8134
13319	1541596825.0	12369	8134
13319	1541597104.0	12369	8134
13319	1541597104.0	62737	8134
13420	1541624850.0	9503	8191
13420	1541624858.0	9503	8191
13420	1541624860.0	9503	8191
13420	1541624862.0	9503	8191
13420	1541624863.0	9503	8191
13420	1541624873.0	9503	8191
13420	1541624883.0	9503	8191
13420	1541624893.0	9503	8191
13420	1541624909.0	5803	8191
13420	1541624919.0	5803	8191
13420	1541624929.0	5803	8191
13420	1541624939.0	5803	8191
13420	1541624949.0	14828	8191
13420	1541624959.0	7693	8191
13420	1541624969.0	7693	8191
13420	1541624979.0	7693	8191
13420	1541625022.0	16661	8191
13420	1541625032.0	16661	8191
13420	1541625042.0	16661	8191
13420	1541625052.0	52324	8191
13420	1541625066.0	52324	8191
13420	1541625076.0	52324	8191
13420	1541625086.0	52324	8191
13420	1541625098.0	7694	8191
13420	1541625108.0	7694	8191
13420	1541625118.0	7694	8191
13420	1541625149.0	7694	8191
13420	1541625163.0	7693	8191
13420	1541625165.0	52324	8191
13420	1541625165.0	5803	8191
13420	1541625165.0	7693	8191
13420	1541625165.0	16661	8191
13420	1541625167.0	9503	8191
13420	1541625167.0	7693	8191
13420	1541625167.0	52324	8191
13420	1541625167.0	16661	8191
13420	1541625169.0	52324	8191
13420	1541625169.0	5803	8191
13420	1541625169.0	9503	8191
13420	1541625191.0	6507	8191
13420	1541625202.0	6507	8191
13420	1541625212.0	6507	8191
13420	1541625235.0	6507	8191
13678	1541570728.0	15506	8353
13678	1541570777.0	15506	8353
13679	1541587717.0	15506	8353
13679	1541587800.0	15506	8353
13679	1541587810.0	15506	8353
13679	1541587820.0	15506	8353
13679	1541587831.0	15506	8353
13680	1541589881.0	15506	8353
13680	1541590160.0	15506	8353
13680	1541590363.0	33324	8353
13680	1541590376.0	33324	8353
13683	1541634417.0	24397	8353
13683	1541634422.0	24397	8353
13683	1541634426.0	24397	8353
13683	1541634720.0	33324	8353
13683	1541634760.0	33324	8353
13683	1541634770.0	33324	8353
13683	1541634996.0	24399	8353
13683	1541635006.0	24399	8353
13683	1541635016.0	24399	8353
13683	1541635016.0	7095	8353
13683	1541635026.0	7095	8353
13683	1541635036.0	25984	8353
13683	1541635036.0	7095	8353
13683	1541635046.0	25984	8353
13683	1541635056.0	25984	8353
13683	1541635066.0	25984	8353
13683	1541635066.0	150180	8353
13683	1541635076.0	55649	8353
13683	1541635076.0	150180	8353
13683	1541635086.0	33324	8353
13683	1541635086.0	55649	8353
13683	1541635096.0	33324	8353
13683	1541635106.0	33324	8353
13683	1541635116.0	33324	8353
13683	1541635131.0	15506	8353
13683	1541635141.0	15506	8353
13683	1541635152.0	15506	8353
13683	1541635162.0	15506	8353
13683	1541635819.0	55649	8353
13683	1541635825.0	150180	8353
13683	1541635825.0	33324	8353
13683	1541635840.0	7095	8353
13683	1541635840.0	150180	8353
13683	1541635840.0	33324	8353
13683	1541635840.0	24399	8353
13683	1541635840.0	55649	8353
13683	1541635978.0	7095	8353
13683	1541635983.0	24399	8353
13683	1541635983.0	55649	8353
13683	1541635983.0	33324	8353
13683	1541635983.0	150180	8353
13683	1541635990.0	7095	8353
13683	1541635993.0	7095	8353
13683	1541636055.0	15506	8353
13683	1541636112.0	15506	8353
13684	1541645968.0	22467	8353
13684	1541645976.0	22467	8353
13684	1541645986.0	22467	8353
13684	1541645996.0	22467	8353
13684	1541646006.0	22467	8353
13684	1541646015.0	22467	8353
13684	1541646045.0	22467	8353
13684	1541646059.0	22467	8353
13685	1541706500.0	13181	8353
13685	1541706570.0	15506	8353
13685	1541706719.0	33324	8353
13706	1541561359.0	16952	8362
13706	1541561430.0	11083	8362
13780	1541572184.0	18530	8398
13780	1541572194.0	18530	8398
13780	1541573108.0	92916	8398
13780	1541573118.0	92916	8398
13780	1541573128.0	92916	8398
13780	1541573136.0	92916	8398
13780	1541573138.0	92916	8398
13780	1541573445.0	114679	8398
13780	1541573596.0	114679	8398
13780	1541573606.0	114679	8398
13780	1541573616.0	114679	8398
13780	1541573626.0	114679	8398
13780	1541573636.0	114679	8398
13780	1541573646.0	114679	8398
14294	1541562724.0	294475	8713
14294	1541562734.0	294475	8713
14294	1541562744.0	294475	8713
14294	1541562754.0	294475	8713
14294	1541562764.0	294475	8713
14294	1541562804.0	187615	8713
14294	1541562814.0	187615	8713
14294	1541562824.0	187615	8713
14294	1541562834.0	187615	8713
14294	1541562844.0	187615	8713
14294	1541562996.0	195800	8713
14294	1541563006.0	195800	8713
14294	1541563016.0	195800	8713
14294	1541563097.0	325353	8713
14294	1541563107.0	325353	8713
14294	1541563117.0	325353	8713
14294	1541563127.0	325353	8713
14294	1541563137.0	325353	8713
14296	1541619816.0	187615	8713
14296	1541619824.0	187615	8713
14296	1541619935.0	135107	8713
14296	1541619945.0	135107	8713
14296	1541619955.0	135107	8713
14296	1541619959.0	135107	8713
14296	1541620007.0	26790	8713
14296	1541620017.0	26790	8713
14296	1541620027.0	26790	8713
14296	1541620037.0	26790	8713
14296	1541620180.0	105980	8713
14296	1541620191.0	105980	8713
14296	1541620256.0	17619	8713
14296	1541620274.0	17619	8713
14296	1541620284.0	17619	8713
14296	1541620294.0	17619	8713
14296	1541620332.0	105981	8713
14296	1541620342.0	105981	8713
14296	1541620344.0	105981	8713
14296	1541620393.0	17619	8713
14296	1541620490.0	294475	8713
14296	1541620492.0	294475	8713
14296	1541620709.0	294475	8713
14296	1541620733.0	294475	8713
14296	1541620769.0	111857	8713
14296	1541620798.0	111857	8713
14296	1541621022.0	105980	8713
14296	1541621032.0	105980	8713
14296	1541621042.0	105980	8713
14296	1541621044.0	105980	8713
14296	1541621135.0	105980	8713
14296	1541621272.0	111857	8713
14296	1541621280.0	111857	8713
14296	1541621695.0	294475	8713
14296	1541621705.0	294475	8713
14296	1541621715.0	294475	8713
14296	1541621725.0	294475	8713
14296	1541621744.0	294475	8713
14296	1541621951.0	294475	8713
14296	1541621961.0	294475	8713
14308	1541574300.0	50927	8715
14308	1541574460.0	23730	8715
14309	1541618515.0	13121	8715
14309	1541618518.0	13121	8715
14309	1541618700.0	13121	8715
14310	1541650688.0	44679	8715
14310	1541650806.0	18625	8715
14310	1541651106.0	18625	8715
14633	1541600717.0	63878	8907
14633	1541600732.0	63878	8907
15285	1541627009.0	374438	9291
15285	1541627338.0	1812	9291
15286	1541629145.0	101436	9291
15286	1541629412.0	101436	9291
15496	1541585361.0	24493	9427
15496	1541585368.0	24493	9427
15496	1541585728.0	22275	9427
15496	1541585734.0	22275	9427
15496	1541585796.0	22275	9427
15496	1541585846.0	22941	9427
15496	1541585850.0	22941	9427
15496	1541586097.0	44853	9427
15496	1541586107.0	44853	9427
15496	1541586328.0	24492	9427
15496	1541586337.0	48598	9427
15496	1541586338.0	24492	9427
15496	1541586349.0	48598	9427
15496	1541586365.0	48598	9427
15496	1541586394.0	32701	9427
15497	1541594902.0	22941	9427
15497	1541594909.0	22941	9427
15498	1541597250.0	68089	9427
15498	1541597256.0	68089	9427
15499	1541605371.0	724	9427
15499	1541605385.0	724	9427
15499	1541605500.0	724	9427
15499	1541605975.0	24295	9427
15499	1541605979.0	24295	9427
15499	1541606137.0	32701	9427
15998	1541676658.0	33492	9725
15998	1541676858.0	1587	9725
15998	1541677702.0	75847	9725
15998	1541677712.0	33492	9725
15998	1541677732.0	46899	9725
16259	1541603721.0	15663	9883
16259	1541603725.0	15663	9883
16260	1541606840.0	15663	9883
16260	1541606942.0	15663	9883
16260	1541606945.0	15663	9883
16260	1541607008.0	15664	9883
16260	1541608585.0	15664	9883
16391	1541599670.0	14455	9946
16391	1541599704.0	14455	9946
16391	1541599714.0	14455	9946
16391	1541599724.0	14455	9946
16391	1541599734.0	14455	9946
16391	1541599744.0	14455	9946
16391	1541599755.0	14455	9946
16391	1541599775.0	10186	9946
16391	1541599785.0	10186	9946
16391	1541599790.0	10186	9946
16739	1541578927.0	4416	10145
16739	1541578929.0	4416	10145
16741	1541684286.0	12841	10145
16741	1541684841.0	12841	10145
16741	1541685695.0	12841	10145
17023	1541560674.0	6491	10311
17023	1541560845.0	32465	10311
17027	1541631986.0	14277	10311
17027	1541631988.0	14277	10311
17027	1541632109.0	13394	10311
17028	1541655996.0	25832	10311
17028	1541656697.0	4015	10311
17028	1541656782.0	8125	10311
17029	1541674266.0	44676	10311
17029	1541674660.0	70819	10311
17029	1541676093.0	2745	10311
17029	1541676162.0	30066	10311
17029	1541676207.0	14524	10311
17029	1541676224.0	18052	10311
17031	1541714959.0	1762	10311
17031	1541715022.0	1762	10311
17031	1541715147.0	35502	10311
17031	1541715193.0	59310	10311
17031	1541715405.0	17387	10311
17267	1541665466.0	121673	10444
17267	1541665483.0	121673	10444
17267	1541665493.0	121673	10444
17374	1541610380.0	135586	10508
17374	1541610390.0	135586	10508
17374	1541611063.0	135586	10508
17374	1541611135.0	135586	10508
17374	1541611269.0	135586	10508
17374	1541611279.0	135586	10508
17374	1541611289.0	135586	10508
18201	1541650960.0	317061	11026
18201	1541650970.0	317061	11026
18201	1541651214.0	317061	11026
18202	1541672838.0	27132	11026
18202	1541672862.0	24485	11026
18202	1541673892.0	27132	11026
18202	1541673903.0	24485	11026
18203	1541676986.0	24485	11026
18203	1541677146.0	24485	11026
18203	1541677148.0	24485	11026
18570	1541561074.0	18277	11251
18570	1541561075.0	18277	11251
18570	1541561083.0	18277	11251
18570	1541561091.0	18277	11251
18570	1541561092.0	18277	11251
18570	1541561108.0	18277	11251
18570	1541561109.0	18277	11251
18570	1541561142.0	9003	11251
18570	1541561143.0	9003	11251
18570	1541561211.0	81276	11251
18570	1541561213.0	81276	11251
18570	1541561808.0	346	11251
18570	1541561809.0	346	11251
18571	1541598076.0	12235	11251
18571	1541598077.0	12235	11251
18571	1541598132.0	12235	11251
18571	1541598316.0	12235	11251
18572	1541601798.0	12235	11251
18572	1541603073.0	99100	11251
18572	1541603824.0	99100	11251
18572	1541603937.0	1769	11251
18574	1541644047.0	26137	11251
18574	1541644049.0	26137	11251
18574	1541644050.0	26137	11251
18574	1541644267.0	12235	11251
18574	1541644268.0	12235	11251
18575	1541692189.0	4832	11251
18575	1541692190.0	4832	11251
18577	1541712519.0	26137	11251
18577	1541712520.0	26137	11251
18577	1541712527.0	26137	11251
18577	1541712528.0	26137	11251
18577	1541712536.0	26137	11251
18577	1541712537.0	26137	11251
18577	1541712714.0	896	11251
19042	1541612584.0	387614	11516
19042	1541612606.0	387614	11516
19042	1541612616.0	387614	11516
19042	1541612626.0	37688	11516
19042	1541612636.0	37688	11516
19042	1541612646.0	37688	11516
19127	1541653350.0	31156	11572
